username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2020-02-13 17:09;0;0;"CHINA STOP CRUELTY ON MUSLIM, RELEASE THEM FROM DETENTION CENTRES... China Crono virus, 50,000 Hazar se Zayed ki mauth, ek khabar .. PUBLIC AWARENESS MISSION..M SAMIUDDIN KHAN https://www.facebook.com/100001762674608/posts/2650008271734569/?sfnsn=scwspmo …";;;;"1227973198072832000";https://twitter.com/MSamiuddinKhan3/status/1227973198072832000
;2020-02-13 16:52;2;2;"Hope @ 10DowningStreet @ GOVUK stops flights/ships from china/sigapore/korea for a while so scary # cronovirus UK weather may be suitable for speedy growth and spread "first London coronavirus victim a Chinese took Uber to hospital" https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-news-uk-china-pandemic-latest/ …";;@ @;#;"1227968725401448449";https://twitter.com/Raky_35/status/1227968725401448449
;2020-02-13 16:46;0;0;"I have not listened to but a few of Chan's sermons, but I clicked on the link you provided and listened. Have you LISTENED to that sermon? You got through that sermon and all you hear is that? He needs our prayers he is in HONG KONG. Where the Cronovirus is. Bless him.";;;;"1227967371878465538";https://twitter.com/artist_rule/status/1227967371878465538
;2020-02-13 16:02;0;0;"'Cronovirus'? That alone tells me that you're probably not very good at searching out reputable news sources. The news is there if you look in the right places.";;;;"1227956333342838784";https://twitter.com/EbolaPhone/status/1227956333342838784
;2020-02-13 16:01;0;0;"It’s not new but if it’s still hanging around why are we not hearing about this in the USA NEWS ALONG WITH THE CRONOVIRUS??";;;;"1227955862787874816";https://twitter.com/lindae923/status/1227955862787874816
;2020-02-13 15:55;0;1;"De får extra betalt att utsätta människornas liv-Svensk sjukvård är Europas Dyraste Sämsta. # Nyheter # OSCE # WHO # Health # Svpol # Eu # Sweden # Politics # Socialdemokraterna # cronovirus # Virus # cronavirus # Depression # Corruption # discrimination # Suicide # HealthForAll # Virus";;;# # # # # # # # # # # # # # # # # #;"1227954481280831488";https://twitter.com/RealNobakhtAhad/status/1227954481280831488
;2020-02-13 15:49;0;1;"Katastrofala sjukvården & myndigheter mörkar om verkligheten. # Nyheter # svpol # Socialdemokraterna # Socialtjänst # IVO # Sweden # Politics # Eu # OSCE # HealthForAll # cronovirus # cronavirus # VirusCorona # Virus # Suicide # Depression # Corruption # Discriminationhttps://twitter.com/sydsvenskan/status/1227946182363750400?s=19 …";;;# # # # # # # # # # # # # # # # # #;"1227952870819074048";https://twitter.com/RealNobakhtAhad/status/1227952870819074048
;2020-02-13 15:46;0;1;"# cronovirus pic.twitter.com/x43MoQoPVG";;;#;"1227952086639357952";https://twitter.com/MONEYEMPIRE/status/1227952086639357952
;2020-02-13 15:30;0;0;"allah raham karna from # cronovirus https://twitter.com/TomthunkitsMind/status/1227764376154902535 …";;;#;"1227948164344238083";https://twitter.com/atish_firoj/status/1227948164344238083
;2020-02-13 15:19;0;0;"Doctors now have more discretion on diagnosing patients with cronovirus which gives the world a closer view of reality. Hard reading about so many people impacted https://twitter.com/suilee/status/1227783241978933249 …";;;;"1227945387782070273";https://twitter.com/ElenaSalaks/status/1227945387782070273
;2020-02-13 14:45;0;0;"yeah, looks very unlikely im going to buying tickets for the Liverpool pokemon go event, im too nervous about cronovirus";;;;"1227936790079791104";https://twitter.com/ibbsters/status/1227936790079791104
;2020-02-13 14:36;0;1;"Soit 34 fois plus mortel que le # cronovirus pour le moment";;;#;"1227934480586956802";https://twitter.com/LeFrelonn/status/1227934480586956802
